Date,Media Sources,Neutral,Positive,Text,Tweet Polarity,Tweets Ago
09/18/2017,CBS News,0.783,0.111,"AHEAD: Ray Dalio, founder of the world’s largest hedge fund joins @CBSThisMorning to discuss how giving critical fe… https://t.co/RLLCcbmqYB",0.0258,32
09/18/2017,CBS News,0.826,0.174,History was made at the Emmys. Julia Louis-Dreyfus holds the record for most wins by a performer in a single role… https://t.co/7uqhwgIs5D,0.6115,31
09/18/2017,CBS News,1.0,0.0,"Pres. Trump starts a week of meetings today at the UN General Assembly, and he will address the assembly Tuesday fo… https://t.co/jlClz71o2l",0.0,30
09/18/2017,CBS News,0.738,0.0,Georgia Tech student fatally shot by campus police Saturday after they say the student refused to put down a knife… https://t.co/Wklh5B1Bts,-0.7506,29
09/18/2017,CBS News,0.845,0.155,AHEAD on @CBSThisMorning: How television is breaking barriers and the message from some of the Emmy honorees about… https://t.co/5c4gzSFzvb,0.5106,28
09/18/2017,CBS News,0.793,0.207,"40-year-old Tom Brady may be playing better than athletes half his age. Ahead on @CBSThisMorning, Brady opens up to… https://t.co/x3m2RtjW3k",0.5719,27
09/18/2017,CBS News,0.87,0.13,Six people returned from a simulated mission on Mars. The crew spent 8 months on an active volcano in Hawaii… https://t.co/FCgfmjF5dP,0.4019,26
09/18/2017,CBS News,0.748,0.252,"In surprise Emmy moment, Former White House spokesman Sean Spicer pokes fun at inauguration crowd size claims… https://t.co/FfMEF5NyCS",0.6597,25
09/18/2017,CBS News,1.0,0.0,A NATO military leader is raising new concerns about Russia’s massive military exercise underway in Eastern Europe… https://t.co/4ZxaTDNTfo,0.0,24
09/18/2017,CBS News,1.0,0.0,Four American college students studying abroad are recovering after being sprayed by acid in France… https://t.co/Jr0s7Y9gdV,0.0,23
09/18/2017,CBS News,1.0,0.0,Georgia investigators are looking into a deadly police shooting on the Georgia Tech campus https://t.co/mShj3sAfwT https://t.co/30y3n7YYHt,0.0,22
09/18/2017,CBS News,1.0,0.0,Here’s a look at some of this morning’s other headlines on @CBSThisMorning: https://t.co/OQB12hT61n,0.0,21
09/18/2017,CBS News,0.75,0.25,Two top executives are out at Equifax after the massive data breach of personal information of 143 million people… https://t.co/wRYj8M6hBi,0.7184,20
09/18/2017,CBS News,1.0,0.0,AHEAD on @CBSThisMorning: What NASA learned after a group of people spent 8 months in Hawaii on a simulated mission… https://t.co/41en4fFzxI,0.0,19
09/18/2017,CBS News,1.0,0.0,The Emmys were infused with politics &amp; references to the president. Ethnic &amp; racial diversity were also highlighted… https://t.co/9pWjaToWS7,0.0,18
09/18/2017,CBS News,0.778,0.119,"HBO's ""Big Little Lies"" stars Nicole Kidman, Reese Witherspoon &amp; Laura Dern focus on better roles for women at Emmy… https://t.co/kGTksHdBJb",0.101,17
09/18/2017,CBS News,0.905,0.0,Newly released video appears to show a suspected bomber holding a bag similar to one found on the London subway… https://t.co/UdZCu6rhAu,-0.2263,16
09/18/2017,CBS News,0.718,0.0,Police in St. Louis arrested dozens of people overnight as a third day of protesting turned violent… https://t.co/CI5ocZfvCC,-0.7096,15
09/18/2017,CBS News,1.0,0.0,All of the Florida Keys are now open to residents &amp; business owners for the first time since they were evacuated… https://t.co/S2i1Pl5fyG,0.0,14
09/18/2017,CBS News,1.0,0.0,.@LissetteCBS4 of @CBSMiami has more on the hurricane forecast for @CBSThisMorning https://t.co/IsRL8Luz7h,0.0,13
09/18/2017,CBS News,0.723,0.0,A new hurricane threat is forming in the Atlantic &amp; could be bad news for Caribbean islands recovering from Irma… https://t.co/g2aPYbSjg8,-0.7845,12
09/18/2017,CBS News,1.0,0.0,"North Korea’s nuclear program is the focus at the UN, where Pres. Trump starts a weeklong series of meetings Monday… https://t.co/oca6NZ5OkL",0.0,11
09/18/2017,CBS News,1.0,0.0,COMING UP on @CBSThisMorning: @Patriots superstar quarterback Tom Brady opens up to @NorahODonnell. Tune in at 7am… https://t.co/JiO10fp648,0.0,10
09/18/2017,CBS News,1.0,0.0,AHEAD on @CBSThisMorning at 7am E.T.: @laurawbush discusses Global First Ladies &amp; @BrandiKHOU reunites with the man… https://t.co/qASiUh8hKY,0.0,9
09/18/2017,CBS News,1.0,0.0,"RT @CBSThisMorning: THIS MORNING:
📖|@RayDalio on new book
💭|@laurawbush on Global First Ladies
🌀|@ brandikhou  #Harvey reunion
📺|7AM ET",0.0,8
09/18/2017,CBS News,1.0,0.0,"Police release surveillance video of Kenneka Jenkins, teen found in freezer https://t.co/Y8rb3liWTE https://t.co/pvSVI3OyyB",0.0,7
09/18/2017,CBS News,1.0,0.0,Residents of the southern Florida Keys start to return home after Irma https://t.co/LOAZ2D7io5 https://t.co/ef46DfSHWo,0.0,6
09/18/2017,CBS News,0.755,0.0,"Narcos' location scout shot to death in Mexico, local media reports https://t.co/Qs2Gew0RKM https://t.co/iNH1NlgnT3",-0.5994,5
09/18/2017,CBS News,1.0,0.0,"Nikki Haley slams North Korea's ""reckless"" behavior https://t.co/dk7KtHZAr7 https://t.co/Md5rGs35Iz",0.0,4
09/18/2017,CBS News,0.815,0.0,"Sports car strikes crowd of people in Boise, injuring 11 https://t.co/2HdNUq8nVc https://t.co/uudCrS7hxc",-0.3612,3
09/18/2017,CBS News,0.577,0.423,Here's the entire list of 2017 Emmy Award winners https://t.co/vJZkIQSNNn https://t.co/DdJx6XMZZ9,0.765,2
09/18/2017,CBS News,0.682,0.318,Rules of writing from an international best seller https://t.co/hKJMj5nwN5 https://t.co/xL1NmhIb0P,0.6369,1
09/19/2017,CNN,0.577,0.178,The sluggish pace of the Bob Menendez trial is creating political and legal uncertainty https://t.co/qxiZfaGsx7 https://t.co/1NAwCziRbO,-0.34,100
09/19/2017,CNN,0.687,0.125,Nancy Pelosi was interrupted by a group of protesters while speaking in San Francisco about the DREAM Act… https://t.co/6B8o2Fq74k,-0.0943,99
09/19/2017,CNN,1.0,0.0,Republican senators' latest attempt to repeal Obamacare could be the most far-reaching of GOP efforts this year https://t.co/il7REiG8H8,0.0,98
09/19/2017,CNN,0.598,0.402,"Paul Ryan says the Graham-Cassidy health care bill is ""our best, last chance"" to repeal Obamacare… https://t.co/h3o3dmPcZP",0.8555,97
09/19/2017,CNN,1.0,0.0,"Donald Trump Jr. is seeking to scale back his Secret Service protection, sources say https://t.co/Mx74TZ1Wf1 https://t.co/35HmGAVH9O",0.0,96
09/19/2017,CNN,1.0,0.0,"RT @AC360: ""It actually unsafe to step out of the door,"" says man who decided to ride out Hurricane Maria in Dominica https://t.co/14DP0bJ7…",0.0,95
09/19/2017,CNN,1.0,0.0,"Man riding out Hurricane Maria says he can't step outside, small debris is flying through the air, wind is howling https://t.co/3ce9johSAV",0.0,94
09/19/2017,CNN,0.833,0.0,"Former White House press secretary Sean Spicer: ""Of course"" I regret my inauguration crowd lecture… https://t.co/yZWoV7C2Dw",-0.4215,93
09/19/2017,CNN,0.815,0.0,RT @CNNweather: #Maria is now a category 5 storm. The center is 15 miles from Dominica and will bring devastating impacts. https://t.co/ADb…,-0.6486,92
09/19/2017,CNN,0.63,0.118,President Trump’s legal team reflects their chaotic client https://t.co/RvamR0X4B6 https://t.co/pcWdRfysSg,-0.4019,91
09/19/2017,CNN,1.0,0.0,"RT @OutFrontCNN: .@SenJeffMerkley says the government's wiretapping of Paul Manafort is ""a very big deal” https://t.co/05Tn2BeYip https://t…",0.0,90
09/19/2017,CNN,1.0,0.0,“President Trump has had a series of second-rate lawyers” @RWPUSA on #NYT reporter overhearing lawyers at lunch https://t.co/VaHI9DUpYl,0.0,89
09/19/2017,CNN,0.86,0.0,RT @HLNTV: BREAKING: Fugitive Maria Cabrera-Gutierrez has been arrested after her case was profiled on HLN’s “The Hunt” w/@john_walsh https…,-0.4767,88
09/19/2017,CNN,1.0,0.0,Hurricane #Maria is now a Category 5 storm with winds of 160 mph https://t.co/nGSQ54zfld https://t.co/kmha0Eu3rM,0.0,87
09/19/2017,CNN,0.645,0.0,The nightmare is almost over for thousands of people who faced illegal student debt collections lawsuits https://t.co/SRn5f4s73s,-0.7717,86
09/18/2017,CNN,1.0,0.0,Hurricane Maria continues to rapidly intensify and is now a category 5 storm with winds of 160 mph… https://t.co/TqaghYv4KU,0.0,85
09/18/2017,CNN,1.0,0.0,RT @KhushbuOShea: Round two of Hurricane shopping in 2 weeks. @CNN #HurricaneMaria https://t.co/1fVe7EY15U,0.0,84
09/18/2017,CNN,1.0,0.0,US President Trump has a long history with the UN -- and it involves marble https://t.co/8ThlmhiR3Q https://t.co/N0RhiM5uaa,0.0,83
09/18/2017,CNN,1.0,0.0,RT @OutFrontCNN: “This isn’t done willy-nilly” @gloriaborger on news of the wiretapping of Paul Manafort https://t.co/TM0E57iv0g https://t.…,0.0,82
09/18/2017,CNN,1.0,0.0,It's official: Taiwanese electronics manufacturer Foxconn will get $3 billion to build a plant in Wisconsin… https://t.co/t4C4TSB8Am,0.0,81
09/18/2017,CNN,1.0,0.0,Florida governor issues new nursing home rules after post-hurricane deaths https://t.co/aviochFEQf https://t.co/J5BfBIY0Ud,0.0,80
09/18/2017,CNN,1.0,0.0,"RT @CNNPolitics: The US government monitored Paul Manafort under secret court orders, @evanperez reports https://t.co/7Ay59IhuZG https://t.…",0.0,79
09/18/2017,CNN,0.871,0.129,"President Trump describes ""long"" call with Chinese President Xi Jinping: ""We have a very, very fine relationship"" https://t.co/Ehvl17RUiT",0.3338,78
09/18/2017,CNN,0.909,0.091,Exclusive: US investigators wiretapped Paul Manafort under secret court orders before and after the election… https://t.co/UdXq4yOPa6,0.128,77
09/18/2017,CNN,1.0,0.0,Republicans push ahead with Obamacare repeal efforts https://t.co/e35P0eMfbx https://t.co/Ghpinzs0d0,0.0,76
09/18/2017,CNN,0.708,0.0,"""You'll shoot your eye out!"" Nerf guns really can put your eyes at risk, doctors warn https://t.co/FM3vkfX0nP https://t.co/PRl6s46cOU",-0.636,75
09/18/2017,CNN,0.856,0.0,"Trump admin announces end to protections for Sudanese immigrants, a move some fear could be a sign of things to come https://t.co/vdAa8506lc",-0.4939,74
09/18/2017,CNN,0.909,0.091,Exclusive: US investigators wiretapped Paul Manafort under secret court orders before and after the election… https://t.co/6QwdWjt3jF,0.128,73
09/18/2017,CNN,1.0,0.0,President Trump is speaking in New York. Watch CNN and https://t.co/UYpqI3w42L https://t.co/PiOi4ZYZX7,0.0,72
09/18/2017,CNN,0.779,0.139,Sens. McCain and Murkowski are among the several Republicans who are undecided on the new GOP health care bill… https://t.co/Q33IjRuAzE,0.3182,71
09/18/2017,CNN,0.677,0.127,"Caring for a chronically or terminally ill pet could be putting your own mental health at risk, a new paper suggest… https://t.co/veo2MRQum4",-0.1779,70
09/18/2017,CNN,1.0,0.0,"This year's #Emmys turned from parody to self-parody when Sean Spicer took the stage, a @CNNOpinion contributor says https://t.co/zc8SKc4i2P",0.0,69
09/18/2017,CNN,1.0,0.0,"Rhode Island will cover application fee for DACA recipients eligible to reapply before program ends, governor says… https://t.co/JL0QCmvuEc",0.0,68
09/18/2017,CNN,0.867,0.0,RT @TheLeadCNN: An 8-year-old girl gets caught up in her dad’s struggle with opioids https://t.co/qiUnZejscC #TheLead,-0.3182,67
09/18/2017,CNN,0.873,0.0,Here's a look at a US-unit in South Korea designed to limit the damage to Seoul from North Korea in the event of wa… https://t.co/gjdTCBMQcv,-0.4939,66
09/18/2017,CNN,1.0,0.0,"Hurricane #Maria is now cat. 4 with sustained winds of 130 mph, Natl. Hurricane Center says https://t.co/SENzhk24A2 https://t.co/F51qIqetVe",0.0,65
09/18/2017,CNN,0.838,0.162,Trump's personal lawyer Michael Cohen is set to appear before the Senate intelligence committee on Tuesday… https://t.co/RylXbCoqV6,0.4767,64
09/18/2017,CNN,0.858,0.142,"RT @greatbigstory: Over the past 3 years, 100k Detroit families have had their water shut off. Luckily, Monica Lewis-Patrick is providing i…",0.5106,63
09/18/2017,CNN,1.0,0.0,"Sen. Coons: Pres. Trump needs to show the UN that he can be a world leader, and ""rise above name-calling on Twitter"" https://t.co/Qi7IC4uaCq",0.0,62
09/18/2017,CNN,0.773,0.073,Canadian PM Justin Trudeau has renewed his threat to scrap a potential deal to buy fighter jets from Boeing https://t.co/4WxJ2UpRwh,-0.4215,61
09/18/2017,CNN,0.858,0.0,This is a big week for Brexit. It's not going well https://t.co/pgNXuatKez https://t.co/kmcdeaqRIy,-0.2057,60
09/18/2017,CNN,0.583,0.075,"Bad karaoke, ""Top Gun"" references: Rep. Comstock ""lost that centrist feeling,"" Dem opponent says in campaign video… https://t.co/nElM77cT1c",-0.7506,59
09/18/2017,CNN,1.0,0.0,Myanmar's de facto leader Aung San Suu Kyi will on Tuesday publicly address the bloodshed in Rakhine State https://t.co/mjiUMsb45R,0.0,58
09/18/2017,CNN,0.936,0.064,RT @CNNweather: Major Hurricane #Maria is now a category 4 hurricane and could become a category 5. Track the intense cyclone here https://…,0.0772,57
09/18/2017,CNN,1.0,0.0,"Hurricane Maria is now a category 4 hurricane with sustained winds of 130 mph, the National Hurricane Center says… https://t.co/hTy54ZAPjk",0.0,56
09/18/2017,CNN,0.809,0.0,The 69th Annual Emmys nearly tied for all-time lowest ratings https://t.co/lzX9Z8Xiw7 https://t.co/oPDsoWJ992,-0.3818,55
09/18/2017,CNN,0.776,0.105,"Actress Kate Walsh of ""Grey's Anatomy"" has revealed that she was diagnosed with a benign brain tumor in 2015… https://t.co/2SGVHYSLrd",-0.0772,54
09/18/2017,CNN,1.0,0.0,"Ivanka Trump is attending the #UNGA and will be going to meetings of her own, a source says https://t.co/nUgw39XM22 https://t.co/ooSPLbupPe",0.0,53
09/18/2017,CNN,0.778,0.222,"After wins against the GOP, Democrats were caught off-guard by Obamacare repeal https://t.co/jmW5x2tIYa https://t.co/Uylfb7DlFQ",0.5719,52
09/18/2017,CNN,1.0,0.0,Puerto Rico may get its first Category 4 hurricane in 85 years https://t.co/IE50K5S0pr https://t.co/1YsdcgkZEo,0.0,51
09/18/2017,CNN,1.0,0.0,Hillary Clinton just floated the possibility of contesting the 2016 election | Analysis by CNN's Chris Cillizza… https://t.co/5AM9xXTKEX,0.0,50
09/18/2017,CNN,0.588,0.412,Slack valued at $5.1 billion after securing significant new investment money https://t.co/qfUfMUk2LN https://t.co/ubdrPyIwmf,0.7184,49
09/18/2017,CNN,0.746,0.0,Hurricane Maria poses a new threat to debt-laden Puerto Rico https://t.co/XvcWppleAE https://t.co/ycevg0P6vm,-0.5267,48
09/18/2017,CNN,0.923,0.077,".@kenvogel, reporter who overheard Trump lawyers at lunch, says he ""drank a few more iced teas"" and stayed in seat https://t.co/fTsW1Co0wV",0.1477,47
09/18/2017,CNN,0.769,0.231,This year's Emmy Awards might as well have been a roast of President Trump | Analysis by CNN's Chris Cillizza… https://t.co/KTQEVlGFrQ,0.6249,46
09/18/2017,CNN,0.688,0.138,Hasbro and Mattel's shares fell amid Toys 'R' Us bankruptcy fears https://t.co/ITM1HxKcwJ https://t.co/UTGHOk7zmu,-0.1531,45
09/18/2017,CNN,0.742,0.258,"Trump compliments Bastille Day parade in Paris, says he'd consider parade ""to show our military strength"" on July 4 https://t.co/nL6BlrZGia",0.7096,44
09/18/2017,CNN,0.872,0.0,"Pres. Trump's threats and a tweet referring to Kim Jong Un as ""Rocket Man"" haven't quelled the North Korea crisis… https://t.co/lHLkTJnByc",-0.4215,43
09/18/2017,CNN,0.931,0.0,"Hillary Clinton opened the door to questioning the legitimacy of 2016's election, saying she ""would not"" rule it ou… https://t.co/SLmK7lXc3o",-0.1027,42
09/18/2017,CNN,0.508,0.292,Free PC cleaning software CCleaner was compromised in a sophisticated attack that affected over 2 million computers… https://t.co/Beco2lafFp,0.4939,41
09/18/2017,CNN,0.424,0.0,"New York bus collision leaves 3 dead, 16 injured https://t.co/uTu9qcYuQv https://t.co/EtY3N8tmsm",-0.8591,40
09/18/2017,CNN,0.769,0.231,"Baton Rouge shootings may be racially motivated, police say https://t.co/jf38AdtZQf https://t.co/pRILVv2wCd",0.4588,39
09/18/2017,CNN,0.86,0.14,Want a job as a NASA astronaut? Read this https://t.co/rgczVPzCp8 https://t.co/zCNlzuWKbt,0.0772,38
09/18/2017,CNN,1.0,0.0,Russia bombed location in Syria near where US troops were present https://t.co/ys3MqzWSpm,0.0,37
09/18/2017,CNN,0.85,0.0,"Four American college students attacked with acid on Sunday at a train station in Marseilles, France, police say… https://t.co/VlEBPvIt4h",-0.4588,36
09/18/2017,CNN,1.0,0.0,Trump calls for whistleblower protections as part of UN reforms https://t.co/ctgBgv6MlM https://t.co/EXJCLFc2le,0.0,35
09/18/2017,CNN,1.0,0.0,Banging shoes and ripping charters -- A look back at the most memorable #UNGA moments https://t.co/1dyhiD14td https://t.co/1F6kRTyb9N,0.0,34
09/18/2017,CNN,1.0,0.0,Here's a side of North Korea the world rarely sees https://t.co/hFefaZX4RC https://t.co/AStAqanNKM,0.0,33
09/18/2017,CNN,1.0,0.0,"RT @CNNPolitics: Netanyahu to Trump: ""Under your leadership, the alliance between America and Israel has never been stronger” #UNGA https:/…",0.0,32
09/18/2017,CNN,0.682,0.318,RT @CNNPolitics: President Trump on peace between Israel and Palestine: “I think there’s a good chance that it could happen” #UNGA https://…,0.8126,31
09/18/2017,CNN,0.87,0.13,Former White House press secretary Sean Spicer made a surprise cameo at the #Emmys https://t.co/AZuvBOpD63 https://t.co/Iq1n3un2s1,0.2732,30
09/18/2017,CNN,1.0,0.0,One of cycling's biggest races will begin outside of Europe for the first time https://t.co/C3PpERlABk https://t.co/epkKiAfpJW,0.0,29
09/18/2017,CNN,0.792,0.0,"Georgia Tech student fatally shot in the heart by campus police officer who ”overreacted,” lawyer says… https://t.co/CnLVBFSiIS",-0.6369,28
09/18/2017,CNN,0.855,0.145,"Meghan McCain is in late-stage talks to join ABC's ""The View,"" sources say https://t.co/mvQVTiGEaF",0.296,27
09/18/2017,CNN,0.845,0.155,Shares of Boeing are up more than 60% so far in 2017 https://t.co/xakDVaKa6d,0.296,26
09/18/2017,CNN,0.821,0.0,"Sean Spicer's Emmy cameo wasn't funny at all, writes @CillizzaCNN https://t.co/4bxiMSNALo https://t.co/4LkJXHRrFT",-0.3412,25
09/18/2017,CNN,0.847,0.0,A federal judge hearing arguments about the termination of DACA is reading President Trump's tweets carefully… https://t.co/pnoUulquDl,-0.4019,24
09/18/2017,CNN,1.0,0.0,Snapchat has pulled Al Jazeera's channel from its app in Saudi Arabia https://t.co/5HMta0V0p2 https://t.co/a1jtKLrDdo,0.0,23
09/18/2017,CNN,0.805,0.12,CNN EXCLUSIVE: Iranian President says US will pay a high price if it scraps nuclear deal https://t.co/uX5ERdpx2S https://t.co/Zn7asUa7KX,0.2103,22
09/18/2017,CNN,1.0,0.0,Donald Trump told Nikki Haley she could speak her mind. She's doing just that | STATE Magazine… https://t.co/TB0Kp0LgZa,0.0,21
09/18/2017,CNN,0.838,0.162,Trump's personal lawyer Michael Cohen is set to appear before the Senate intelligence committee on Tuesday… https://t.co/JZfQXANfGP,0.4767,20
09/18/2017,CNN,0.889,0.0,"Iran, North Korea expected to dominate Trump's first UN General Assembly https://t.co/G45zmFDoFf https://t.co/GMGcSZvij8",-0.128,19
09/18/2017,CNN,0.878,0.0,Donald Trump's unpresidential presidency keeps hitting new lows I Analysis by Chris Cillizza https://t.co/AVYg2cAMR8 https://t.co/P7gGrO7wby,-0.2023,18
09/18/2017,CNN,1.0,0.0,Neil deGrasse Tyson says it might be 'too late' to recover from climate change https://t.co/FDtiJerfhU,0.0,17
09/18/2017,CNN,0.899,0.101,A top White House adviser affirms Trump is still planning to withdraw from the Paris climate accord… https://t.co/OFYbGeZ1lC,0.2023,16
09/18/2017,CNN,0.928,0.072,"Trump: In recent years, the UN has “not reached it’s full potential because of bureaucracy and mismanagement” #UNGA https://t.co/n3Hu3nCsIR",0.1027,15
09/18/2017,CNN,0.889,0.0,"Iran, North Korea expected to dominate Trump's first UN General Assembly https://t.co/UcmhTMzKox https://t.co/wlzq3kyg7z",-0.128,14
09/18/2017,CNN,0.708,0.2,RT @CNNPolitics: President Trump at #UNGA: We must ensure no country has to “shoulder a disproportionate share of the burden” https://t.co/…,0.3818,13
09/18/2017,CNN,0.84,0.16,India's push to go cashless has another high-profile supporter: Google. https://t.co/BjYMu1coQO https://t.co/gX7H1ZYzM4,0.2732,12
09/18/2017,CNN,0.591,0.268,"Hulu, the underdog of the streaming TV wars, just beat out Netflix and Amazon for TV's top prize https://t.co/8X2Ev1ivfQ",0.296,11
09/18/2017,CNN,1.0,0.0,"RT @CNNnewsroom: NYT's @kenvogel on Trump's lawyers discussing Russia probe in public: ""It's puzzling they would be so indiscreet"" https://…",0.0,10
09/18/2017,CNN,1.0,0.0,The one issue Netanyahu wants to discuss with Trump today at the UN https://t.co/ZIQFDmTqws https://t.co/oaZo7W1urz,0.0,9
09/18/2017,CNN,0.619,0.0,Lady Gaga postpones the European leg of her tour due to 'severe physical pain' https://t.co/KjWdDLVrrl https://t.co/BLd34tWJX5,-0.7906,8
09/18/2017,CNN,0.803,0.197,Why did the #Emmys help Sean Spicer rebrand? via @brianstelter https://t.co/wllxKYjUQm https://t.co/MaPGYQ14wn,0.4019,7
09/18/2017,CNN,0.721,0.279,Here's your complete list of #Emmys winners https://t.co/P0Wpx0coqs https://t.co/T2QuedpS6T,0.4767,6
09/18/2017,CNN,0.742,0.102,Hurricane Maria is expected to get stronger in a hurry as it takes aim at the Caribbean islands devastated by Irma… https://t.co/N40MnFBDkV,-0.34,5
09/18/2017,CNN,1.0,0.0,What are ‘sponge cities’? They may just be China’s answer to flooding in urban areas https://t.co/Ko8OcUeNl8 https://t.co/kiR4du2oGy,0.0,4
09/18/2017,CNN,0.909,0.091,"RT @cnni: Here’s a rare look at Mount Paektu, a site sacred to North Koreans, as well as their neighbors to the south https://t.co/lOErZdUW…",0.2732,3
09/18/2017,CNN,1.0,0.0,"With the golf retweet, Trump blunders into the 'Streisand effect,' writes Kara Alaimo for @CNNopinion… https://t.co/x2F8UHLU7U",0.0,2
09/18/2017,CNN,0.872,0.0,"In Bangladesh's overcrowded Rohingya refugee camps, supplies are limited and circumstances are dire… https://t.co/IkFe7EvsL0",-0.2263,1
09/19/2017,Fox News,1.0,0.0,".@TheJuanWilliams on @POTUS at @UN: ""He's got an audience that wants to hear from him...see leadership in terms of… https://t.co/bjD9JnGqba",0.0,100
09/19/2017,Fox News,1.0,0.0,"JUST IN: Former #Trump campaign chair Paul Manafort wiretapped by US investigators, report says… https://t.co/IVAyxucy2y",0.0,99
09/19/2017,Fox News,0.903,0.0,'You Don't Have a Right to Demand Anything': @TuckerCarlson Blasts DACA Activists Shouting Down @NancyPelosi https://t.co/QuagH1pZPP,-0.128,98
09/19/2017,Fox News,0.673,0.144,.@TuckerCarlson Blasts #Emmys: Awards Show 'Contempt the Ruling Class Has' for Middle America | Read more:… https://t.co/wC8mOIKRSG,-0.2023,97
09/19/2017,Fox News,1.0,0.0,.@Judgenap: 'I Can't Second-Guess the Judge' in STL Officer Case https://t.co/snccH5xtQR,0.0,96
09/19/2017,Fox News,1.0,0.0,"Ceja: Undocumented immigrants, DACA recipients, are simply reacting to what's continued to be done. They're talking… https://t.co/OzmXNWsDk2",0.0,95
09/19/2017,Fox News,0.853,0.0,WATCH: Protesters call out @NancyPelosi over #Trump DACA deal https://t.co/WB5dWc0yLX | #Tucker https://t.co/WDyfxS14tO,-0.2263,94
09/19/2017,Fox News,0.882,0.0,".@Joy_Villa: ""We are supposed to be the country of the First Amendment, but as we see in Hollywood, they no longer… https://t.co/zDGSU8O7GZ",-0.4215,93
09/19/2017,Fox News,0.629,0.248,".@Joy_Villa: ""As we saw in the Emmys: If you hate Trump, you get a prize. If you love Trump, you get ignored."" https://t.co/PeYxRPlREw",0.5859,92
09/19/2017,Fox News,1.0,0.0,".@Joy_Villa: Hollywood has such a bloated ego...They think anything they say will be taken straightforward, &amp; reall… https://t.co/m8IivhJlex",0.0,91
09/19/2017,Fox News,1.0,0.0,"BREAKING NEWS: Hurricane Maria was upgraded to a Category 5 storm on Monday, according to the National Hurricane Ce… https://t.co/5lJ2KeUigM",0.0,90
09/19/2017,Fox News,0.828,0.0,".@GovChristie on @HillaryClinton: ""Hypocrisy is her specialty and she's a sore loser."" #TheStory… https://t.co/ng1XoIs0jP",-0.3612,89
09/18/2017,Fox News,0.519,0.162,"Convicted rapist throws a fit while being deported, report says
 https://t.co/3knZjKqtXJ",-0.5267,88
09/18/2017,Fox News,1.0,0.0,".@GovMikeHuckabee on @UN: ""There needs to be a whole lot more...than a bunch of diplomats congratulating themselves… https://t.co/oHHwipq7Bs",0.0,87
09/18/2017,Fox News,0.662,0.156,"#Cavuto Rips 'Hysterical' #Trump Critics: 'Your Hypocrisy Won't Stop'
 https://t.co/lDGzXs4zej",-0.0803,86
09/18/2017,Fox News,0.862,0.056,".@MikeTobinFox on St. Louis protests: ""When it rains, for these kids who just want to smoke pot and break things, i… https://t.co/jRH3fhg5bj",-0.1531,85
09/18/2017,Fox News,1.0,0.0,RT @MikeEmanuelFox: Leader Pelosi gets an earful from the left + GOPers take one final shot at repealing ObamaCare -from #SpecialReport: ht…,0.0,84
09/18/2017,Fox News,1.0,0.0,".@JonahNRO on coverage of #GrahamCassidy proposal: ""The way that the media has covered this is kind of outrageous.""… https://t.co/uiGJCczeSn",0.0,83
09/18/2017,Fox News,1.0,0.0,"Small Town Populations Booming in Parts of West, South https://t.co/D1iwNXjrLu",0.0,82
09/18/2017,Fox News,1.0,0.0,"#Trump Tells UN to Back Reforms, Will Press for Firm Stance on North Korea https://t.co/p8hPt1H2qi",0.0,81
09/18/2017,Fox News,0.622,0.13,#Trump resort criticized for suggesting Irma victims relieve 'stress' with meal at club's restaurant https://t.co/MU81J07H7v,-0.3182,80
09/18/2017,Fox News,0.556,0.106,"Boston College students attacked in France forgive attacker, ask for prayers for her https://t.co/ChMoJ6l8MQ",-0.6808,79
09/18/2017,Fox News,0.843,0.157,"Hurricane Maria has strengthened into an “extremely dangerous” Category 4 storm, the National Hurricane Center said… https://t.co/hrJzBCDwWj",0.4215,78
09/18/2017,Fox News,1.0,0.0,Gov. Jerry Brown: 'Trump-ites and Troglodytes' Both 'Refer to People Who Live in Caves' https://t.co/24gqMq4Twe,0.0,77
09/18/2017,Fox News,0.484,0.0,Democrat mocked for 'worst campaign ad ever' https://t.co/oKp65Uwggq,-0.7506,76
09/18/2017,Fox News,0.808,0.0,"Protesters call out @NancyPelosi over #Trump #DACA deal
 https://t.co/AfXN3iwjYi",-0.2263,75
09/18/2017,Fox News,1.0,0.0,NEW: Laura Ingraham joins Fox News' prime-time lineup https://t.co/hDLkIpIGTI,0.0,74
09/18/2017,Fox News,0.769,0.231,".@UCBerkeley 'Free Speech Week' lineup includes Bannon, Milo: Here's the schedule.
 https://t.co/p1SBl1AaS0",0.5106,73
09/18/2017,Fox News,1.0,0.0,"OPINION: ""I sat next to Jesus. Here's the only way to describe my incredible experience""
  https://t.co/nNotM67XBv",0.0,72
09/18/2017,Fox News,0.515,0.149,"Mail carrier battling cancer delivers hope to fellow patient on her route
 https://t.co/h7D44mlB1u",-0.5574,71
09/18/2017,Fox News,0.714,0.0,"Emmys ratings crater; #Trump-bashing to blame?
https://t.co/7tcDhhkaZm",-0.34,70
09/18/2017,Fox News,0.86,0.14,".@POTUS on French President @EmmanuelMacron: ""He is doing a terrific job in France, he's doing what has to be done."" https://t.co/jNXXh8u2Em",0.4767,69
09/18/2017,Fox News,1.0,0.0,".@HillaryClinton's score-settling, Dem-rattling book tour only getting started
 https://t.co/TdQnyP47s1",0.0,68
09/18/2017,Fox News,1.0,0.0,Hurricane Maria's path: Track the storm here https://t.co/YTUQaee45n,0.0,67
